row_number,transaction_id,transaction_reference,sender_wallet_address,receiver_wallet_address,sender_customer_id,receiver_customer_id,amount,transaction_fee,total_debit_amount,currency_code,status,created_at
"6430","1293f131-5632-4841-ace6-085cf182e837","TX_1778167258051_BCB4E5C907BA","ORG_WALLET_1778160280145_1BD0EB49AB57","WALLET_1778154970895_D82B934E18EF1","ORG_13ab97a389df4a27bdd054a8","900475","30.4","0.0304","30.4304","USD","CONFIRMED","2026-05-07T15:20:58.051Z"
"6431","4465877f-2095-4047-babc-9889174003b4","TX_1778167258054_EF9FD4FB5458","ORG_WALLET_1778160270662_8E867A418388","ORG_WALLET_1778160271420_10308936FCED","ORG_9497e6ea72dd46399b5fce26","ORG_c657f0a890c74ef99b1652bf","15.5","0.0155","15.5155","USD","CONFIRMED","2026-05-07T15:20:58.054Z"
"6432","86a5b9d1-4d64-4396-b18e-4448be331bc3","TX_1778167258059_42A670F2A58B","ORG_WALLET_1778160277948_02E3D888EC83","ORG_WALLET_1778160278912_34CD89FC56F8","ORG_da6ada1190384d80bd40ae29","ORG_ec29df2c50c64390af553958","32.17","0.03217","32.20217","USD","CONFIRMED","2026-05-07T15:20:58.059Z"
"6433","722fc4d9-62e7-4f9f-8eb5-f89283117176","TX_1778167258063_86000B7CEADF","ORG_WALLET_1778160279735_472CEB450301","ORG_WALLET_1778160273932_CA183A14D77D","ORG_6575120899be4b2b93a8295a","ORG_8a0e365a49bf4ed392152198","18.33","0.01833","18.34833","USD","CONFIRMED","2026-05-07T15:20:58.063Z"
"6434","f0832277-d9fb-4229-aff0-956ed1b9676d","TX_1778167258067_2CD60FDC7462","ORG_WALLET_1778160276001_05A50D53087F","ORG_WALLET_1778160283212_04E49AAB0147","ORG_4f875438f0ae42e8af201d6f","ORG_c11a6f2d78c941cea491491c","11.39","0.01139","11.40139","USD","CONFIRMED","2026-05-07T15:20:58.067Z"
"6435","c5ec20f0-7d39-4b5f-b0a7-3f45e356c73d","TX_1778167258070_6D1D53FEC261","ORG_WALLET_1778160268893_3F8C90E5DA98","ORG_WALLET_1778160274516_CEC24B06855F","ORG_a34da9d20f934482ba962b14","ORG_cf3821c41c2a41c7a668fc65","24.07","0.02407","24.09407","USD","CONFIRMED","2026-05-07T15:20:58.070Z"
"6436","5322ad84-ceca-4efb-a20e-da699e6dacfb","TX_1778167258075_46B4F238FD29","ORG_WALLET_1778160272340_1AE5D72A11D5","ORG_WALLET_1778160280229_2A2D74805156","ORG_85680328ba424fdb8c6f80c4","ORG_6312f8a7d3254be0a87733a6","28.14","0.02814","28.16814","USD","CONFIRMED","2026-05-07T15:20:58.075Z"
"6437","abf5df18-2b56-40f8-897d-206d840f1ef1","TX_1778167258078_8A10167C828C","ORG_WALLET_1778160276084_319BD1098BC9","ORG_WALLET_1778160279322_2515D0F54F47","ORG_91c22bc167784571b4372d04","ORG_5d1a9275bc4a4a92b3fa18ae","20","0.02","20.02","USD","CONFIRMED","2026-05-07T15:20:58.078Z"
"6438","c801a526-0ff9-4684-86d1-21839ff664bc","TX_1778167258083_6F5D6DE5C87E","ORG_WALLET_1778160277614_15833B79651A","ORG_WALLET_1778160278300_D29F97057D02","ORG_f7b1a0494b744787b67b76a1","ORG_fd7b8664935248b5999f8970","25.06","0.02506","25.08506","USD","CONFIRMED","2026-05-07T15:20:58.083Z"
"6439","fea67e6f-b590-46ea-899b-9108ba97b524","TX_1778167258087_93B3E3E587DC","WALLET_1778067488069_3704C026E691","ORG_WALLET_1778160271252_67D918BA6E84","17","ORG_f6d121503eec494299f9bf40","44.65","0.04465","44.69465","USD","CONFIRMED","2026-05-07T15:20:58.087Z"
"6440","8f72be01-1fea-43ad-a8f1-95688b01e7ce","TX_1778167258091_4578692AE550","ORG_WALLET_1778160281146_B8874C5AC610","ORG_WALLET_1778160272512_224C2AE61622","ORG_ae90e61e64ff48a089d9a554","ORG_826d10ed54ab49a0a02481cd","7.83","0.00783","7.83783","USD","CONFIRMED","2026-05-07T15:20:58.091Z"
"6441","33c5a64f-b275-475b-8c2c-62980ce80d05","TX_1778167258096_A3691C49EF65","ORG_WALLET_1778160277365_03FDBA4E2E67","ORG_WALLET_1778160270916_58F7499D02AE","ORG_4630e3b4b65b4eda89b6f23b","ORG_3b0c736419434cb3915d9406","48.75","0.04875","48.79875","USD","CONFIRMED","2026-05-07T15:20:58.096Z"
"6442","96060e0b-1820-49a3-8c4e-bbbd050b1c9e","TX_1778167258101_FBE40EB60DE9","ORG_WALLET_1778160280975_445C3B87B0E4","ORG_WALLET_1778160281672_AC2B16ED3152","ORG_7afe70881d4b4bf698b08a22","ORG_ca5644b10bba4f4bb4d442cd","17.6","0.0176","17.6176","USD","CONFIRMED","2026-05-07T15:20:58.101Z"
"6443","2cf3496a-512a-4ad6-9f04-6f8bd13f2c2a","TX_1778167258105_DDAE784F789A","ORG_WALLET_1778160274516_CEC24B06855F","ORG_WALLET_1778160277614_15833B79651A","ORG_cf3821c41c2a41c7a668fc65","ORG_f7b1a0494b744787b67b76a1","44.39","0.04439","44.43439","USD","CONFIRMED","2026-05-07T15:20:58.105Z"
"6444","2a586682-3f3b-4777-80b3-4f47c8b53795","TX_1778167258108_9435EF94552E","ORG_WALLET_1778160278483_35C5D56EB87C","ORG_WALLET_1778160272004_218D14D9D927","ORG_324af165c31348f89951e21f","ORG_9e0677e9cdda4332a318f099","24.35","0.02435","24.37435","USD","CONFIRMED","2026-05-07T15:20:58.108Z"
"6445","5c27d10e-7647-4123-89fe-2037d052dfca","TX_1778167258114_09BCE5C9786E","WALLET_1778154970895_D82B934E18EF1","ORG_WALLET_1778160279322_2515D0F54F47","900475","ORG_5d1a9275bc4a4a92b3fa18ae","3.13","0.00313","3.13313","USD","CONFIRMED","2026-05-07T15:20:58.114Z"
"6446","88b4994e-b5e8-45e1-80b2-e71acf545e3d","TX_1778167258118_0E560F55E32C","ORG_WALLET_1778160273522_42531C1DB4E5","WALLET_1778071441355_6612E1BB0599A","ORG_3c6c51517af94cb69ea0a094","22","20.46","0.02046","20.48046","USD","CONFIRMED","2026-05-07T15:20:58.118Z"
"6447","382da698-9035-4cc3-98cd-980db0e2c7fd","TX_1778167258123_EB4B05E2D63D","ORG_WALLET_1778160271420_10308936FCED","ORG_WALLET_1778160281146_B8874C5AC610","ORG_c657f0a890c74ef99b1652bf","ORG_ae90e61e64ff48a089d9a554","12.91","0.01291","12.92291","USD","CONFIRMED","2026-05-07T15:20:58.123Z"
"6448","92d94838-3787-4eae-ac59-87f9cc344ee7","TX_1778167258127_B9C78A787E46","ORG_WALLET_1778160269142_CB003D9B2929","ORG_WALLET_1778160273021_441FA524915E","ORG_288825f92b7e403785420727","ORG_a71d85d229504155adb16888","27.37","0.02737","27.39737","USD","CONFIRMED","2026-05-07T15:20:58.127Z"
"6449","9bb656c8-c278-4b21-b120-bbd2ed0ed139","TX_1778167258131_6F930E1570B8","ORG_WALLET_1778160279487_4104A58B1146","ORG_WALLET_1778160275919_BDF031F0A6D4","ORG_c15b8bf2293b4ea39f843947","ORG_6e9b7fd7d6a84f5d89e1f07a","15.23","0.01523","15.24523","USD","CONFIRMED","2026-05-07T15:20:58.131Z"
"6450","29e95319-2066-437e-9dd2-179653efa1c2","TX_1778167258137_06A0BB93589B","ORG_WALLET_1778160281146_B8874C5AC610","ORG_WALLET_1778160274850_C8FA65D01C69","ORG_ae90e61e64ff48a089d9a554","ORG_9334ac8c5d4b490fa13c098f","1.46","0.00146","1.46146","USD","CONFIRMED","2026-05-07T15:20:58.137Z"
"6451","ce4e7fb0-db23-4ded-9840-71e6c636a058","TX_1778167258141_34EBF86BE5EF","ORG_WALLET_1778160282706_E877F04E8A8C","ORG_WALLET_1778160273603_8FD5638257B0","ORG_2de29862c3dc42e7ac2411df","ORG_b209686058a44bbcae11cd83","45.45","0.04545","45.49545","USD","CONFIRMED","2026-05-07T15:20:58.141Z"
"6452","a4dd7fbe-99c5-456b-b8c7-6cc52a425989","TX_1778167258145_83866224A734","ORG_WALLET_1778160283212_04E49AAB0147","ORG_WALLET_1778160281228_62BF0507BF95","ORG_c11a6f2d78c941cea491491c","ORG_875af1ba8fb94bc4b83fad9f","28.44","0.02844","28.46844","USD","CONFIRMED","2026-05-07T15:20:58.145Z"
"6453","17129e04-4e1d-4960-8b59-9d483cb69d72","TX_1778167258150_C7F91E9F1E3B","ORG_WALLET_1778160282622_50BBD01DB0E0","ORG_WALLET_1778160281062_85389B0F8FB2","ORG_7165931dc11d448fbc2f29f4","ORG_37f71cc8ea3140579b5187c2","10.26","0.01026","10.27026","USD","CONFIRMED","2026-05-07T15:20:58.150Z"
"6454","4cb6e21f-b5e1-47b2-80d2-5c8782a61423","TX_1778167258154_AFCCCC71DAFF","ORG_WALLET_1778160275423_53316FAFBA7A","ORG_WALLET_1778160272769_FD7534EDEC66","ORG_3e2627c9b50d4224b7ce732a","ORG_ac4284f48d50479c9cabbf1e","12.73","0.01273","12.74273","USD","CONFIRMED","2026-05-07T15:20:58.154Z"
"6455","a85af717-44fe-44d5-a1ea-bf697ff3af39","TX_1778167258159_0A0CE1D6F370","ORG_WALLET_1778160273522_42531C1DB4E5","ORG_WALLET_1778160282199_5426CD38E9D1","ORG_3c6c51517af94cb69ea0a094","ORG_f2aa8c43d06346a09f7f1a33","21.72","0.02172","21.74172","USD","CONFIRMED","2026-05-07T15:20:58.160Z"
"6456","507fdc3b-d940-41e8-9514-34465dd65168","TX_1778167258165_C9467E87768D","ORG_WALLET_1778160276762_EAAF396C2E3C","WALLET_1778153631813_640BB05C64D8D","ORG_dfa5dbd88c9b475bae5822f9","629571","1.73","0.00173","1.73173","USD","CONFIRMED","2026-05-07T15:20:58.165Z"
"6457","97e8ed42-7ec2-499e-90ac-0f4b1d3553ae","TX_1778167258170_6D9971B2F69C","ORG_WALLET_1778160274346_C1801622C4F1","ORG_WALLET_1778160272004_218D14D9D927","ORG_eb4457964c8e4d2c85073cbc","ORG_9e0677e9cdda4332a318f099","5.76","0.00576","5.76576","USD","CONFIRMED","2026-05-07T15:20:58.170Z"
"6458","c35db74e-eb0a-4855-b9d9-2f8219e35b8b","TX_1778167258176_79CD6C64B7EE","WALLET_1778067139764_D220C5EF78856","ORG_WALLET_1778160281852_844849EF2828","13","ORG_3fd58db1eff04be0b03a5642","39.63","0.03963","39.66963","USD","CONFIRMED","2026-05-07T15:20:58.176Z"
"6459","37aa9c22-38f9-42e6-ac82-4eea7579bdcc","TX_1778167258180_891FB3E0A9DE","ORG_WALLET_1778160280723_76881A40B86C","ORG_WALLET_1778160269819_4C4BAD6CD589","ORG_ffb1b562e6c24779bc734630","ORG_bbc3a46f4c964cf397cfedac","4.09","0.00409","4.09409","USD","CONFIRMED","2026-05-07T15:20:58.180Z"
"6460","3c576242-65be-4e66-b89d-abc0c9bc6750","TX_1778167258185_BD8123A241A5","ORG_WALLET_1778160276947_D26E37C2F505","WALLET_1778143333918_F039E75D04FE3","ORG_a9a322e9d1e743aca1161f69","311287","32.85","0.03285","32.88285","USD","CONFIRMED","2026-05-07T15:20:58.185Z"
"6461","7be82129-8337-489c-a324-9756dc4f341d","TX_1778167258190_022A36E6C8EA","WALLET_1778066885551_3953C6C1EF125","ORG_WALLET_1778160274682_5965E6AC8E74","12","ORG_a6e4e132067d444abfd40382","11.44","0.01144","11.45144","USD","CONFIRMED","2026-05-07T15:20:58.190Z"
"6462","3000075d-b7b9-4401-9f40-b36f035ccd0b","TX_1778167258194_51230F8D0066","ORG_WALLET_1778160278912_34CD89FC56F8","ORG_WALLET_1778160276001_05A50D53087F","ORG_ec29df2c50c64390af553958","ORG_4f875438f0ae42e8af201d6f","21.29","0.02129","21.31129","USD","CONFIRMED","2026-05-07T15:20:58.194Z"
"6463","cb609f63-4c90-400b-84af-519d2d7063ea","TX_1778167258199_3A0E36D9F57C","ORG_WALLET_1778160278996_A269C7AD8721","ORG_WALLET_1778160274682_5965E6AC8E74","ORG_1f8d33ab9ab44b54bd42620f","ORG_a6e4e132067d444abfd40382","36.9","0.0369","36.9369","USD","CONFIRMED","2026-05-07T15:20:58.199Z"
"6464","38c75d3c-7cf1-4360-b1f3-35f8fdf7c19a","TX_1778167258203_E8808BFA79DB","ORG_WALLET_1778160274932_22FF89952550","ORG_WALLET_1778160275423_53316FAFBA7A","ORG_3028e13c98ca4d07a3b5fa43","ORG_3e2627c9b50d4224b7ce732a","6.49","0.00649","6.49649","USD","CONFIRMED","2026-05-07T15:20:58.203Z"
"6465","1a520b12-4aea-465c-a18f-30b0a136a880","TX_1778167258207_1965369C6670","ORG_WALLET_1778160272004_218D14D9D927","WALLET_1778067145106_5F898D69F5F79","ORG_9e0677e9cdda4332a318f099","15","11.55","0.01155","11.56155","USD","CONFIRMED","2026-05-07T15:20:58.208Z"
"6466","fc8b3f3d-17e7-42a7-8c85-0abbd8c63b33","TX_1778167258213_9F865F2567D2","ORG_WALLET_1778160281672_AC2B16ED3152","ORG_WALLET_1778160280313_BC5103AB96CB","ORG_ca5644b10bba4f4bb4d442cd","ORG_383affa12a9d41fba9370e9c","5.06","0.00506","5.06506","USD","CONFIRMED","2026-05-07T15:20:58.213Z"
"6467","8538c6f9-e693-4802-a91d-8ed43aec0227","TX_1778167258218_28DC5BA2BDDC","ORG_WALLET_1778160277036_D88468BE2F0D","WALLET_1778070501985_A574CF7592927","ORG_602f8a0e45d24e59815b6795","19","11.56","0.01156","11.57156","USD","CONFIRMED","2026-05-07T15:20:58.218Z"
"6468","b4182b31-334b-44b0-9baa-5f3f2af38cf5","TX_1778167258222_6501C1AFB574","ORG_WALLET_1778160272683_71FAC55E21B5","WALLET_1778071441355_6612E1BB0599A","ORG_e09e5d36254c4580a291d44a","22","15.41","0.01541","15.42541","USD","CONFIRMED","2026-05-07T15:20:58.222Z"
"6469","3dfa2511-1230-493f-99b0-96cc34d55bb4","TX_1778167258226_3BB41DEF7E48","ORG_WALLET_1778160283128_A2CB665268B0","ORG_WALLET_1778160269547_3BA2D4A87165","ORG_7eb988a91e6c46b0b85aae07","ORG_08c99def34c34b7a943795e8","36.53","0.03653","36.56653","USD","CONFIRMED","2026-05-07T15:20:58.226Z"
"6470","df0a75ab-f665-4253-b91e-9cae3ad99de1","TX_1778167258231_74F1861F48A0","ORG_WALLET_1778160269059_6971AFBA84D6","ORG_WALLET_1778160283624_66BCB921051C","ORG_2da30634595b4a878b928a3b","ORG_3300234624e04d0cbe0a1413","2.83","0.00283","2.83283","USD","CONFIRMED","2026-05-07T15:20:58.231Z"
"6471","f39203b6-9462-4d41-a43f-8f71929f09aa","TX_1778167258235_0797B89E479A","ORG_WALLET_1778160282372_B62DC72D41CD","ORG_WALLET_1778160273021_441FA524915E","ORG_390298c5f209426d9b91ea2b","ORG_a71d85d229504155adb16888","43.95","0.04395","43.99395","USD","CONFIRMED","2026-05-07T15:20:58.235Z"
"6472","7c327413-5cfc-4499-aca2-984c87c751d7","TX_1778167258239_09B1FD3FDF6B","ORG_WALLET_1778160271003_F583CBD68022","ORG_WALLET_1778160269239_48CD73B4012D","ORG_a73f457b6aeb4420a9d5bd5b","ORG_27d97e5a920d445294b83bef","35.11","0.03511","35.14511","USD","CONFIRMED","2026-05-07T15:20:58.239Z"
"6473","a3a62c3b-15eb-4618-b7a3-ac4ec65ff28f","TX_1778167258244_EC9263270E90","WALLET_1778066536214_1CCF535AA5CB2","ORG_WALLET_1778160281062_85389B0F8FB2","11","ORG_37f71cc8ea3140579b5187c2","43.89","0.04389","43.93389","USD","CONFIRMED","2026-05-07T15:20:58.244Z"
"6474","95853ffc-0de7-4950-b1c5-6aa061f41f9b","TX_1778167258248_8A55FA972483","ORG_WALLET_1778160277365_03FDBA4E2E67","ORG_WALLET_1778160280396_28AA8E30C40A","ORG_4630e3b4b65b4eda89b6f23b","ORG_445bfea799664a1a85c09e39","37.66","0.03766","37.69766","USD","CONFIRMED","2026-05-07T15:20:58.248Z"
"6475","18443546-7140-479f-9c72-d70caf09fff2","TX_1778167258253_29CFEA845F22","ORG_WALLET_1778160280559_426B10463347","ORG_WALLET_1778160277866_C651D9A96A38","ORG_714136041c8c450e87db5646","ORG_c97a5bd146424af892b521b5","28.51","0.02851","28.53851","USD","CONFIRMED","2026-05-07T15:20:58.253Z"
"6476","375cde02-3c9f-40f4-b740-9216de210644","TX_1778167258261_E59FA268905E","ORG_WALLET_1778160282116_06B29CDD554E","ORG_WALLET_1778160271169_01A8D14E09DE","ORG_4e2887482991445eb836ba60","ORG_5111da2a38544e5f9ff43bf1","8.83","0.00883","8.83883","USD","CONFIRMED","2026-05-07T15:20:58.261Z"
"6477","4db59bb4-8034-4745-9f94-7b22560ad3f4","TX_1778167258267_0B9E3EE3D46D","ORG_WALLET_1778160282622_50BBD01DB0E0","ORG_WALLET_1778160271420_10308936FCED","ORG_7165931dc11d448fbc2f29f4","ORG_c657f0a890c74ef99b1652bf","3.86","0.00386","3.86386","USD","CONFIRMED","2026-05-07T15:20:58.267Z"
"6478","9b5abf4b-b530-4b38-aa4d-0cecbe2ca676","TX_1778167258273_C57C99B7C2AB","ORG_WALLET_1778160274180_D68BEDEE7D6D","ORG_WALLET_1778160278656_2AA9E6362FDE","ORG_edd410705d74447cbf477a86","ORG_8121c92f968d451094666b4d","2.53","0.00253","2.53253","USD","CONFIRMED","2026-05-07T15:20:58.273Z"
"6479","bcb8c3cb-6e8e-48ae-90f1-fad1776c3c7f","TX_1778167258278_93A1AECF11AD","ORG_WALLET_1778160274766_F1C3DC6076C5","ORG_WALLET_1778160269996_0B5992C7E17C","ORG_20a1c457345d4a89afd74ee2","ORG_7fecdb9f77414f1e86f310d9","15.24","0.01524","15.25524","USD","CONFIRMED","2026-05-07T15:20:58.278Z"
"6480","e4d5f67b-a4bd-4fc4-b274-7a87b7819281","TX_1778167258283_829E60B794E4","WALLET_1778159049528_C73FC1C68B888","ORG_WALLET_1778160271336_332D39319141","900477","ORG_aac3beae4c654f7f84f04e44","47.5","0.0475","47.5475","USD","CONFIRMED","2026-05-07T15:20:58.283Z"
"6481","8cc76227-33d5-483a-a72b-fbf70b407be7","TX_1778167258289_61FA9B279B29","ORG_WALLET_1778160282024_FE7C5E5B3F76","ORG_WALLET_1778160278996_A269C7AD8721","ORG_fd61c0ae121b408888561065","ORG_1f8d33ab9ab44b54bd42620f","27.51","0.02751","27.53751","USD","CONFIRMED","2026-05-07T15:20:58.289Z"
"6482","103d21f8-0415-4b4b-8c5f-0775ee507fa3","TX_1778167258293_C64657EA7C7D","ORG_WALLET_1778160274098_0A5EF90FB47E","ORG_WALLET_1778160281228_62BF0507BF95","ORG_a73b423c03aa4e7da5788a37","ORG_875af1ba8fb94bc4b83fad9f","28.65","0.02865","28.67865","USD","CONFIRMED","2026-05-07T15:20:58.293Z"
"6483","2327bcfb-1a0d-47b9-b861-a85313902409","TX_1778167258297_02A47613110A","ORG_WALLET_1778160274429_B7A0D258D0C2","ORG_WALLET_1778160282882_721F365A8568","ORG_ee8a6761bdfa493095c2f4d2","ORG_ca0453f9444845208f60654d","2.72","0.00272","2.72272","USD","CONFIRMED","2026-05-07T15:20:58.297Z"
"6484","b42ddf7d-fe38-4d8c-bca0-c36779cc12b7","TX_1778167258301_E6C299545BFA","ORG_WALLET_1778160271336_332D39319141","WALLET_1778153631813_640BB05C64D8D","ORG_aac3beae4c654f7f84f04e44","629571","32.42","0.03242","32.45242","USD","CONFIRMED","2026-05-07T15:20:58.301Z"
"6485","93a3c735-1d5d-4b1a-bb94-219dfa05cdb2","TX_1778167258307_EF8D9710F14F","ORG_WALLET_1778160276331_4051DC1CA743","ORG_WALLET_1778160282538_2FB7C9E73DEE","ORG_3a9b9c870e0640eeb07e124b","ORG_6328ec72b8d1427a882a8d14","40.46","0.04046","40.50046","USD","CONFIRMED","2026-05-07T15:20:58.307Z"
"6486","d825702e-173d-4c26-9bbf-f552366a0962","TX_1778167258312_7AB7B2427BB5","ORG_WALLET_1778160274098_0A5EF90FB47E","ORG_WALLET_1778160275505_F41736F76EA9","ORG_a73b423c03aa4e7da5788a37","ORG_3e4a83201e5b4f7dbdb74422","21.77","0.02177","21.79177","USD","CONFIRMED","2026-05-07T15:20:58.312Z"
"6487","7b75ccf3-d803-4bb6-8cff-b00d9dc90daa","TX_1778167258317_B6E6EBE2FF94","ORG_WALLET_1778160280641_07749B20BDD1","WALLET_1778071441355_6612E1BB0599A","ORG_72acde45a0c54024bfa80e9a","22","31.57","0.03157","31.60157","USD","CONFIRMED","2026-05-07T15:20:58.317Z"
"6488","3d68f698-3c42-441f-8e5f-70b8c37be20f","TX_1778167258322_B8BC0DEFF417","ORG_WALLET_1778160277948_02E3D888EC83","ORG_WALLET_1778160279159_80BBBFF13FEC","ORG_da6ada1190384d80bd40ae29","ORG_8bc1abe06d03488889664f63","35.5","0.0355","35.5355","USD","CONFIRMED","2026-05-07T15:20:58.322Z"
"6489","f859a461-9ba7-4f8c-bd33-c76bc168cbfe","TX_1778167258326_1C5E36EF36CF","ORG_WALLET_1778160281587_7507D0163D18","ORG_WALLET_1778160268893_3F8C90E5DA98","ORG_0130bc4c8a4f483db60b9a07","ORG_a34da9d20f934482ba962b14","49.33","0.04933","49.37933","USD","CONFIRMED","2026-05-07T15:20:58.326Z"
"6490","8bb9d368-3b66-4de3-8bf9-b660daa9a329","TX_1778167258332_1C9DF4BA3911","ORG_WALLET_1778160279487_4104A58B1146","ORG_WALLET_1778160278570_DC0BF9503FE1","ORG_c15b8bf2293b4ea39f843947","ORG_0491778a7f0d4b3396e7c742","34.07","0.03407","34.10407","USD","CONFIRMED","2026-05-07T15:20:58.332Z"
"6491","3987f7a4-6157-49d7-a7e2-4b14bd369f18","TX_1778167258337_905FD70F796E","ORG_WALLET_1778160273850_0D5093565581","WALLET_1778154305518_2FC481B712D68","ORG_33b9e287d79e4e8c9fba6274","900474","12.86","0.01286","12.87286","USD","CONFIRMED","2026-05-07T15:20:58.337Z"
"6492","d649b3bf-4690-4dbf-a256-45767643b3e3","TX_1778167258342_5E0733817DFC","ORG_WALLET_1778160270916_58F7499D02AE","ORG_WALLET_1778160269349_7AA905F368B7","ORG_3b0c736419434cb3915d9406","ORG_d960392e058d4b21ae6e9131","25.07","0.02507","25.09507","USD","CONFIRMED","2026-05-07T15:20:58.343Z"
"6493","c844fcc9-c073-49d7-b514-905425a7f133","TX_1778167258347_3992B8391CAF","ORG_WALLET_1778160269239_48CD73B4012D","ORG_WALLET_1778160276494_506DC7CD27D4","ORG_27d97e5a920d445294b83bef","ORG_03290d8bceec4c578406b6ff","30.98","0.03098","31.01098","USD","CONFIRMED","2026-05-07T15:20:58.348Z"
"6494","ca30c0bd-3664-4fab-8a1e-50995c5d52e7","TX_1778167258352_64AB901D8BF6","ORG_WALLET_1778160277199_E35225A60825","WALLET_1778146559160_44AE5F5A8DE82","ORG_27c30d81ee7a4fb88450f457","554069","21.87","0.02187","21.89187","USD","CONFIRMED","2026-05-07T15:20:58.352Z"
"6495","ef0fe666-3dfd-4eda-8316-1e36d6c79cbd","TX_1778167258356_987801D85510","WALLET_1778153695898_3575061710329","ORG_WALLET_1778160270410_EEC9BBFE5154","693779","ORG_9f9a3d44b94a4515b31ff405","5.95","0.00595","5.95595","USD","CONFIRMED","2026-05-07T15:20:58.357Z"
"6496","3e11f588-dd9c-458c-98cd-dcd5eda3c01c","TX_1778167258362_554E8F8F21AD","ORG_WALLET_1778160280396_28AA8E30C40A","ORG_WALLET_1778160274098_0A5EF90FB47E","ORG_445bfea799664a1a85c09e39","ORG_a73b423c03aa4e7da5788a37","33.95","0.03395","33.98395","USD","CONFIRMED","2026-05-07T15:20:58.362Z"
"6497","3d252aae-e307-4ab1-a04a-efe77e5aaeb4","TX_1778167258366_31FFE3756514","ORG_WALLET_1778160277866_C651D9A96A38","ORG_WALLET_1778160271252_67D918BA6E84","ORG_c97a5bd146424af892b521b5","ORG_f6d121503eec494299f9bf40","39.26","0.03926","39.29926","USD","CONFIRMED","2026-05-07T15:20:58.366Z"
"6498","48e3c184-442c-4ee4-b817-f8d46af9707e","TX_1778167258372_C40C96F5BC5B","ORG_WALLET_1778160283046_9BD4F086F512","WALLET_1778067145106_5F898D69F5F79","ORG_4583de686dcd47b699bf4049","15","46.93","0.04693","46.97693","USD","CONFIRMED","2026-05-07T15:20:58.372Z"
"6499","2acc382c-84f2-430f-bd86-56dbc7462551","TX_1778167258377_87C45592B5FF","ORG_WALLET_1778160274932_22FF89952550","ORG_WALLET_1778160281228_62BF0507BF95","ORG_3028e13c98ca4d07a3b5fa43","ORG_875af1ba8fb94bc4b83fad9f","29.7","0.0297","29.7297","USD","CONFIRMED","2026-05-07T15:20:58.377Z"
"6500","cc38090f-bed4-44f6-85ef-920ffef0988e","TX_1778167258382_F5D2BEFF9018","ORG_WALLET_1778160279487_4104A58B1146","ORG_WALLET_1778160271588_5AEBB5495957","ORG_c15b8bf2293b4ea39f843947","ORG_ecce5b9c9b2d4c3aaf74df2b","26.66","0.02666","26.68666","USD","CONFIRMED","2026-05-07T15:20:58.382Z"
"6501","64c60117-d255-48f1-b158-d430581c68ed","TX_1778167258389_B2D15334EB7C","ORG_WALLET_1778160272769_FD7534EDEC66","ORG_WALLET_1778160275097_4BF89DCDF762","ORG_ac4284f48d50479c9cabbf1e","ORG_0f101297e7a64f86b1cf05c2","17.53","0.01753","17.54753","USD","CONFIRMED","2026-05-07T15:20:58.389Z"
"6502","07af01cb-8642-4ea0-b0a0-eefdba237580","TX_1778167258395_3F0C1BA77001","ORG_WALLET_1778160277036_D88468BE2F0D","ORG_WALLET_1778160269996_0B5992C7E17C","ORG_602f8a0e45d24e59815b6795","ORG_7fecdb9f77414f1e86f310d9","29.76","0.02976","29.78976","USD","CONFIRMED","2026-05-07T15:20:58.395Z"
"6503","fceab1bd-358d-40d3-9d60-733a4105ab08","TX_1778167258400_82B4FD8F3EE9","WALLET_1778067139764_D220C5EF78856","ORG_WALLET_1778160269996_0B5992C7E17C","13","ORG_7fecdb9f77414f1e86f310d9","31.35","0.03135","31.38135","USD","CONFIRMED","2026-05-07T15:20:58.400Z"
"6504","fe5efeae-57cb-41e2-93ee-42ef3081a128","TX_1778167258405_B09CBC61AAEE","ORG_WALLET_1778160280641_07749B20BDD1","ORG_WALLET_1778160280805_22EC8852FE9E","ORG_72acde45a0c54024bfa80e9a","ORG_d3f28c40555a4b4eb89e74ed","40.55","0.04055","40.59055","USD","CONFIRMED","2026-05-07T15:20:58.405Z"
"6505","6806cfc1-1569-4802-963a-0697b5cbbbb0","TX_1778167258409_EF6D037E16E9","ORG_WALLET_1778160279899_A1DC55243B7F","ORG_WALLET_1778158080621_9D3B20D175BC1","ORG_f41a9b9ed2d64ef599b8a9ac","ORG_1d0a64007d7149ba8b5a7aa3","29.67","0.02967","29.69967","USD","CONFIRMED","2026-05-07T15:20:58.409Z"
"6506","dfcd46fd-8b26-4f61-b85d-7788461b1c27","TX_1778167258414_FA46C6BC9697","ORG_WALLET_1778160278386_D640F5E98EC7","ORG_WALLET_1778160273441_F81077FBB190","ORG_ab9877b6b83245749a5629bb","ORG_63cb10b5b1e5475fbd0d95a0","28.88","0.02888","28.90888","USD","CONFIRMED","2026-05-07T15:20:58.414Z"
"6507","fb69b11a-05a4-42cd-be5e-16dfa2162274","TX_1778167258418_B04E2C556747","ORG_WALLET_1778160275505_F41736F76EA9","ORG_WALLET_1778160276412_51B6857CB493","ORG_3e4a83201e5b4f7dbdb74422","ORG_bd5fbb777a224d3a93208bf3","28.58","0.02858","28.60858","USD","CONFIRMED","2026-05-07T15:20:58.419Z"
